40  40  k_cn  k_msh  
13		Alfa Points
2.0		Alfa Step
 14	 3.8798e-002	 6.3250e-003	 6.4550e-003	 6.3250e-003	 3.2275e-003	 4.3902e-001	-2.8759e-001	-1.0225e-001	 2.2218e+000	-1.5623e+000	-1.1223e+000	 3.9193e+000	-5.6010e-001	 1.9717e+000	-2.2759e-009	-9.3645e-009	-7.2881e-001	 3.0178e+000	-4.9403e-009	 2.8736e-008	 7.4861e-001	-2.6294e+000	 8.0328e-009	-1.9686e-008	 2.6037e-002	 1.1919e-001	-4.0831e-010	 1.5744e-010	 2.0107e-009	-7.0781e-009	-4.0650e-001	-2.6964e+000	 5.2325e-009	-2.1666e-008	-5.7437e-001	 3.9586e+000	-8.0620e-009	 2.8317e-008	 8.2172e-001	-1.8572e+000
 16	 4.0485e-002	 1.5450e-002	 9.8300e-003	 1.5450e-002	 4.9150e-003	 5.1202e-001	-3.5727e-001	-1.1167e-001	 2.3263e+000	-2.1009e+000	-1.1223e+000	 3.9193e+000	-4.8308e-001	 1.7880e+000	-5.2580e-009	-6.3090e-009	-6.7743e-001	 2.8256e+000	-1.2148e-009	 2.6996e-008	 8.2578e-001	-3.0925e+000	 4.5295e-009	-1.3023e-008	-1.6437e-003	 2.7155e-001	 9.7161e-010	-3.8321e-009	 1.7341e-009	-6.4184e-009	-2.0060e+000	 3.7753e-001	 4.8637e-009	-2.0286e-008	-4.3986e-001	 4.8276e+000	-8.8931e-009	 3.3304e-008	 2.4016e-001	-4.9756e-001
 18	 3.6428e-002	 1.6985e-002	 1.7150e-003	 1.6985e-002	 8.5750e-004	 5.7932e-001	-4.0982e-001	-9.8108e-002	 2.2000e+000	-1.7777e+000	-1.1223e+000	 3.9193e+000	-3.6297e-001	 1.5163e+000	-8.9725e-009	 1.1932e-009	-6.5292e-001	 2.7603e+000	 1.2112e-008	-5.9707e-009	 6.2169e-001	-2.5750e+000	-8.6999e-009	 2.2796e-008	 5.3833e-002	 1.2698e-001	 2.7801e-009	-9.0091e-009	 1.3030e-009	-5.4432e-009	-4.0483e+000	 5.3517e+000	 4.6877e-009	-1.9818e-008	 9.1258e-001	 1.6780e+000	-6.6952e-009	 2.7731e-008	-1.3241e+000	 3.7898e+000
 20	 2.6825e-002	 7.6200e-003	-1.7490e-002	 7.6200e-003	-8.7450e-003	 6.5435e-001	-4.4689e-001	-7.3548e-002	 1.7594e+000	-5.3313e-001	-1.1223e+000	 3.9193e+000	-6.4545e-002	 8.0365e-001	-2.1170e-008	 3.2883e-008	-6.3197e-001	 2.7288e+000	 4.1637e-008	-8.5477e-008	 1.2776e-001	-1.2095e+000	-2.6364e-008	 7.1764e-008	 2.1516e-001	-3.5266e-001	 2.9484e-009	-9.5856e-009	 2.3170e-010	-2.8849e-009	-7.5400e+000	 1.4501e+001	 4.5373e-009	-1.9592e-008	 4.9780e+000	-9.2353e+000	-1.3759e-009	 1.3025e-008	-2.9956e+000	 8.4439e+000
 22	 1.3573e-002	-5.5950e-003	-4.3995e-002	-5.5950e-003	-2.1997e-002	 7.3430e-001	-4.7607e-001	-4.8640e-002	 1.3997e+000	 3.9502e-001	-1.1223e+000	 3.9193e+000	 5.2668e-002	 4.6652e-001	-3.4458e-008	 6.7263e-008	-3.8542e-001	 1.9269e+000	 4.9875e-008	-1.0481e-007	-7.6876e-002	-7.4868e-001	-1.6322e-008	 4.3123e-008	 1.5431e-001	-2.4947e-001	 4.5235e-010	-2.7863e-009	-1.8907e-010	-1.6747e-009	-9.8508e+000	 2.0290e+001	 2.7672e-009	-1.3834e-008	 6.8207e+000	-1.3823e+001	 8.2790e-010	 8.0628e-009	-1.5996e+000	 4.5217e+000
 24	-4.8213e-003	-3.1237e-002	-8.0783e-002	-3.1237e-002	-4.0391e-002	 8.0172e-001	-4.8320e-001	-3.4129e-002	 1.1797e+000	 9.0257e-001	-1.1223e+000	 3.9193e+000	 2.7857e-001	-2.4093e-001	-3.8749e-008	 7.7427e-008	-2.6958e-001	 1.5185e+000	 5.0970e-008	-1.0747e-007	-2.7279e-001	-3.0894e-001	-1.0486e-008	 2.9127e-008	 2.3428e-001	-4.8590e-001	-8.6760e-010	 4.5844e-010	-1.0000e-009	 8.6488e-010	-1.0311e+001	 2.1313e+001	 1.9355e-009	-1.0903e-008	 7.3409e+000	-1.5097e+001	 2.9377e-009	 3.3271e-009	-8.1254e-001	 2.6194e+000
cn	M=1.10 01         	 02         	 03         	 04         	 05         	 06         	 07         	 08         	 09         	 10         	 11         	 12         	 13         	 14         	 15         	 16         	 17         	 18         	 19         	 20         	 21         	 22         	 23         	 24         	 25         	 26         	 27         	 28         	 29         	 30         	 31         	 32         	 33         	 34         	 35         	 36         	 37         	 38         	 39         	 40         	
  0	 4.5220e-002	-6.9389e-018	-1.8924e-018	-1.7347e-018	 2.6021e-018	-1.7347e-018	 1.7347e-018	 1.7347e-018	 1.2253e+000	 1.9888e+000	-1.2401e+000	 4.3480e+000	-2.7756e-017	 1.7764e-015	-3.4417e-015	 7.5495e-015	-2.0146e-016	 2.7391e-017	-1.0861e-015	 1.4291e-015	-5.5511e-016	-1.1102e-015	-2.2204e-016	 2.2204e-015	-2.7756e-017	 1.9984e-015	-2.1094e-015	 3.1086e-015	 0.0000e+000	-1.3323e-015	 6.6613e-016	 3.1086e-015	 5.5511e-017	-6.6613e-016	 2.2204e-016	 2.6645e-015	-1.3878e-016	 1.3323e-015	 2.2204e-016	 0.0000e+000
  2	 4.5077e-002	-1.7600e-003	-2.8500e-004	-1.7600e-003	-1.4250e-004	 3.3164e-002	-1.2945e-002	-1.0260e-003	 1.2506e+000	 1.8406e+000	-1.2401e+000	 4.3480e+000	-6.5063e-002	-7.9162e-002	 3.4533e-009	-8.1139e-009	 6.0590e-003	 1.6644e-001	-1.2857e-009	 2.5506e-009	 2.5314e-002	 5.0192e-002	-8.2696e-010	 2.7721e-009	 1.0102e-002	-3.7650e-002	-6.7031e-010	 1.3956e-009	 2.3356e-010	 2.8418e-010	 1.3354e+000	-3.0378e+000	-4.3501e-011	-1.1950e-009	 7.6530e-003	-3.3504e-002	-2.7262e-010	-5.4053e-010	 4.7696e-002	-1.7673e-003
  4	 4.4901e-002	-2.1375e-003	-6.3750e-004	-2.1375e-003	-3.1875e-004	 8.5917e-002	-3.3990e-002	-3.7933e-003	 1.3162e+000	 1.6246e+000	-1.2401e+000	 4.3480e+000	-9.4835e-002	-3.5633e-002	 4.8239e-009	-1.2634e-008	-2.2532e-002	 4.0075e-001	-4.1287e-009	 9.7324e-009	 4.6965e-002	 3.0873e-002	 1.0756e-009	-1.5177e-010	-2.6499e-004	-5.9911e-003	-8.8543e-010	 1.5265e-009	 3.4044e-010	 1.2791e-010	 1.8371e+000	-4.3697e+000	 1.6177e-010	-2.8772e-009	-3.2840e-001	 9.3034e-001	-5.0578e-010	-3.3248e-010	 2.6431e-001	-2.9757e-001
  6	 4.5729e-002	-8.7250e-004	 1.0175e-003	-8.7250e-004	 5.0875e-004	 1.5305e-001	-6.8370e-002	-1.1845e-002	 1.4007e+000	 1.4125e+000	-1.2401e+000	 4.3480e+000	-1.2206e-001	 4.8321e-002	 4.7180e-009	-1.2301e-008	-1.0084e-001	 6.7298e-001	-4.7184e-009	 1.1286e-008	 8.1108e-002	-4.5285e-002	 2.2627e-009	-3.2986e-009	 1.7507e-002	 5.9501e-004	-1.1312e-009	 2.1568e-009	 4.3817e-010	-1.7346e-010	 1.9445e+000	-4.6283e+000	 7.2399e-010	-4.8317e-009	-3.4209e-001	 9.7114e-001	-8.7349e-010	 4.8769e-010	 4.2017e-001	-7.0684e-001
  8	 4.5493e-002	-7.4999e-005	 5.4500e-004	-7.5000e-005	 2.7250e-004	 2.3437e-001	-1.1644e-001	-4.0750e-002	 1.5608e+000	 1.0451e+000	-1.2401e+000	 4.3480e+000	-2.1927e-001	 4.0855e-001	 2.4214e-009	-5.9148e-009	-2.6542e-001	 1.0606e+000	-4.6906e-009	 1.1812e-008	 1.4856e-001	-3.3345e-001	 4.7443e-009	-1.0913e-008	 5.6526e-002	-5.3325e-002	-1.2376e-009	 2.5079e-009	 7.8714e-010	-1.4666e-009	 1.3640e+000	-3.0449e+000	 1.9056e-009	-7.6149e-009	-3.0858e-001	 9.4657e-001	-1.5999e-009	 3.5911e-009	 6.7036e-001	-1.4791e+000
 10	 4.4958e-002	-2.7000e-003	-5.2500e-004	-2.7000e-003	-2.6250e-004	 3.0627e-001	-1.7868e-001	-6.5284e-002	 1.7406e+000	 6.2609e-001	-1.2401e+000	 4.3480e+000	-3.4453e-001	 8.1525e-001	-8.6735e-010	 2.7819e-009	-4.6031e-001	 1.5938e+000	-3.0740e-009	 7.2931e-009	 2.4878e-001	-5.9900e-001	 6.6701e-009	-1.5815e-008	 5.6290e-002	-2.5708e-002	-1.3644e-009	 2.8701e-009	 1.2368e-009	-2.9266e-009	 5.1853e-001	-8.2407e-001	 3.3048e-009	-1.1443e-008	-4.8093e-002	 2.1630e-001	-2.6792e-009	 6.4508e-009	 8.7274e-001	-2.0015e+000
 12	 4.9480e-002	 1.2915e-002	 8.5200e-003	 1.2915e-002	 4.2600e-003	 3.7631e-001	-2.5481e-001	-9.6434e-002	 1.8891e+000	 2.4598e-001	-1.2401e+000	 4.3480e+000	-3.7883e-001	 8.9572e-001	-3.5456e-009	 9.2930e-009	-5.2238e-001	 1.7816e+000	-1.8632e-009	 3.6757e-009	 3.8973e-001	-9.7541e-001	 7.2375e-009	-1.7368e-008	 6.2313e-002	-4.8196e-002	-9.1432e-010	 2.1995e-009	 1.3599e-009	-3.2155e-009	-4.7830e-001	 1.3633e+000	 3.7505e-009	-1.2791e-008	-4.8216e-003	-1.0075e-001	-4.1972e-009	 1.0505e-008	 8.4184e-001	-2.0212e+000
 14	 5.2228e-002	 2.6235e-002	 1.4015e-002	 2.6235e-002	 7.0075e-003	 4.5467e-001	-3.1997e-001	-1.1112e-001	 2.0514e+000	-2.9767e-001	-1.2401e+000	 4.3480e+000	-4.2572e-001	 1.0852e+000	-6.0790e-009	 1.3985e-008	-5.2255e-001	 1.7923e+000	-1.0357e-009	 5.6531e-009	 5.6218e-001	-1.5825e+000	 8.4129e-009	-2.3632e-008	 4.3795e-002	 8.5353e-002	-6.4912e-010	 1.9969e-009	 1.5282e-009	-3.8958e-009	-1.3318e+000	 2.7834e+000	 3.7517e-009	-1.2868e-008	 3.6562e-002	 2.3112e-001	-6.0543e-009	 1.7043e-008	 9.0174e-001	-2.5652e+000
 16	 4.8333e-002	 2.9400e-002	 6.2250e-003	 2.9400e-002	 3.1125e-003	 5.2308e-001	-3.8191e-001	-1.1016e-001	 2.1482e+000	-6.5268e-001	-1.2401e+000	 4.3480e+000	-4.3089e-001	 1.1289e+000	-4.5206e-009	 6.2448e-009	-5.5060e-001	 1.8321e+000	-3.3283e-010	 9.0929e-009	 5.8372e-001	-1.7942e+000	 6.4076e-010	-5.0006e-009	-2.0623e-002	 2.8846e-001	 2.1063e-009	-5.1685e-009	 1.5468e-009	-4.0525e-009	-2.4328e+000	 4.6192e+000	 3.9531e-009	-1.3154e-008	-6.3311e-001	 2.7063e+000	-6.2862e-009	 1.9323e-008	-3.3167e-001	 4.9552e-001
 18	 2.8310e-002	-2.8000e-004	-3.3820e-002	-2.8000e-004	-1.6910e-002	 5.7593e-001	-4.2973e-001	-8.6011e-002	 2.1576e+000	-7.0101e-001	-1.2401e+000	 4.3480e+000	-4.8123e-001	 1.2841e+000	 7.2492e-006	-4.1557e-005	-6.8955e-001	 2.1300e+000	 1.3497e-009	 9.2579e-009	 4.7125e-001	-1.6208e+000	-7.2564e-006	 4.1562e-005	-9.7713e-002	 4.6978e-001	 5.1323e-006	-2.9396e-005	 2.5339e-006	-1.4513e-005	-2.9671e+000	 5.4666e+000	-3.5760e-006	 2.0502e-005	-6.2288e-001	 3.2787e+000	 2.5271e-006	-1.4491e-005	-7.5807e-001	 1.2967e+000
