320.4302326 324.1251534 328.0456592 331.8299663 335.5887324 339.2352941 343.1320611 346.9174603 350.477686 354.3649573 358.0522124 361.8378995 365.6301887 369.2195122 373.0487437 376.6865285 380.5085106 384.2551913 388.0202247 391.5965318 395.3284024 402.8881988 410.1405229 417.8727891 425.3780142 432.6259259 469.5142857 506.7333333 543.952381 582.0666667 618.8462687
315.3169492 319.6874292 323.9157641 328.0933842 332.2103818 336.2629656 340.2082414 344.1975422 348.1 352.0026622 355.8221071 359.6372426 363.460797 367.4072797 371.1440158 374.9795918 378.7237645 382.5874459 386.3826474 390.1571429 393.814554 401.4716049 409.0331606 416.4573948 424.0784703 431.5447563 468.9320285 506.249896 543.8351544 581.4101604 619.0904762
173.1499681 312.3475248 317.6510414 322.645481 327.3570539 331.8530734 336.2203348 340.5296663 344.6680246 348.8554797 352.8589958 356.883899 360.9124718 364.8835206 368.8503876 372.7248873 376.6204134 380.5234949 384.315258 388.2347261 391.9616947 399.7004896 407.2913183 414.9691167 422.5781382 430.1164827 467.8111111 505.449896 543.052381 580.7517426 618.6687034
172.5348417 184.0283741 196.5866008 315.73946 321.6477997 326.8874693 331.8772429 336.5648862 341.0352941 345.4601236 349.7250944 354.0345731 358.1729968 362.2403905 366.3316456 370.3357915 374.3525424 378.3973749 382.2874459 386.2171811 390.0727412 397.9449252 405.6430396 413.3758713 421.1081423 428.786217 466.7900533 504.6056211 542.2631161 580.1117278 618.2462687
171.9255695 183.1895386 195.4127998 209.5513674 314.152257 320.8691661 326.7469905 332.0430918 337.0798634 341.8217649 346.4451279 350.92479 355.2459181 359.6172475 363.8207994 367.9490953 372.1 376.1669426 380.2669249 384.2732084 388.1979551 396.167709 404.0884591 411.8333333 419.618798 427.3272927 465.7294718 503.7333333 541.5970149 579.510498 617.7113687
171.321824 182.4583812 194.3502409 207.7569586 302.2258941 313.0695618 320.6483005 327.0138579 332.6478982 337.9641389 342.900361 347.730054 352.3333333 356.7928135 361.2040946 365.5515152 369.8261212 373.9316004 378.157384 382.2100262 386.2823252 394.3768185 402.4118418 410.3045876 418.2202616 425.9773959 464.684599 502.9464554 540.8827751 578.9564186 617.129994
170.7231449 181.7341193 193.3975108 206.2761366 221.7554309 300.4126947 312.7861042 320.9487522 327.6667497 333.688347 339.1119451 344.2711384 349.1360129 353.9769667 358.4830093 363.0387951 367.4441006 371.6739829 375.9437793 380.2400359 384.2620178 392.551735 400.7217772 408.7369393 416.6999307 424.5959342 463.5950917 502.0158664 540.1916933 578.3257091 616.674662
170.229327 181.0161972 192.4535464 204.9068326 219.286527 239.6349259 301.1093423 313.4713455 321.9719894 328.9180543 334.9798304 340.6411827 345.8491309 350.8602652 355.7622465 360.4270833 364.9456522 369.4090498 373.8125385 378.1518637 382.316588 390.7243923 399.0109453 407.2585896 415.2664694 423.3111686 462.6025849 501.2223881 539.4725652 577.7558391 616.0975904
169.6399697 180.4042081 191.6173331 203.6474568 217.3214815 234.2862163 274.4229684 303.5614325 315.1011593 323.557639 330.4998519 336.7381223 342.3699563 347.7489458 352.8286931 357.6972731 362.4327838 367.0254603 371.5643328 376.0476372 380.3595037 388.975837 397.3761978 405.6618752 413.8005504 421.8978339 461.508204 500.3701282 538.871566 577.1608003 615.7135421
169.1548223 179.6975967 190.7881946 202.5970577 215.5623269 230.9132444 253.2721768 289.4284366 306.8488313 317.4912925 325.5673515 332.5521779 338.6962051 344.4261302 349.8911234 354.9574435 359.9065413 364.7230769 369.2997996 373.9166667 378.2783914 387.1039558 395.7329873 404.0522984 412.3337955 420.5769526 460.4950917 499.5513966 538.1503212 576.589399 615.1394958
